Total income from operations,Employees cost,depreciat,Other expenses,"P/l before other inc. , int., excpt. items & tax",Other income,"P/l before int., excpt. items & tax",Interest,P/l before exceptional items & tax,Tax,Net profit/(loss) for the period
85.6,54.96,1.37,9.58,19.69,-6.28,13.41,0,13.41,3.66,9.75
2.25,1.22,0.09,0.3,0.64,0.25,0.89,0.61,0.89,0.2,0.25
2.09,1.13,0.09,0.32,0.55,1,1.56,1.07,1.55,0.4,1
2.32,1.3,0.08,0.42,0.51,1.11,1.62,-0.19,1.62,0.48,1.11
1.81,0.96,0.09,0.44,0.32,5.19,5.51,0.39,5.5,0.6,5.19
1.95,0.92,0.11,0.41,0.52,0.37,0.9,0.01,0.89,0.25,0.37
2.05,0.98,0.1,0.45,0.51,0.41,0.92,0.78,0.92,0.5,0.41
2.04,1.42,0.1,0.4,0.11,0.32,0.43,0.03,0.41,0.04,0.32
1.87,1.21,0.08,0.42,0.17,0.28,0.45,1.35,0.45,0.09,0.28
2.13,1.24,0.08,0.4,0.42,0.41,0.83,0.02,0.81,0.18,0.41
2.33,1.3,0.08,0.4,0.54,0.24,0.78,0.98,0.78,0.22,0.24
2.32,1.58,0.09,0.5,0.14,0.28,0.42,0.42,0.42,0.33,0.28
2.29,1.43,0.08,0.48,0.31,0.3,0.61,0.5,0.61,0.2,0.3
2.44,1.44,0.08,0.41,0.51,0.3,0.81,1.27,0.81,0.27,0.3
2.58,1.55,0.08,0.49,0.45,0.31,0.76,0.64,0.76,0.25,0.31
2.52,1.64,0.08,0.57,0.23,0.12,0.35,-0.46,0.35,0.11,0.12
2.22,1.49,0.08,0.41,0.24,0.17,0.41,-0.28,0.41,0.11,0.17
2.15,1.44,0.08,0.48,0.15,0.18,0.33,0.1,0.33,0.1,0.18
2.02,1.45,0.08,0.39,0.1,0.18,0.27,0.44,0.27,0.09,0.18
2.01,1.43,0.08,0.38,0.12,0.93,1.05,0.53,1.05,0.23,0.93
2.4,1.43,0.06,0.44,0.47,0.31,0.78,0.68,0.78,0.21,0.31
2.63,1.43,0.06,0.57,0.57,0.21,0.77,0.45,0.77,0.21,0.21
2.8,1.59,0.06,0.36,0.79,0.19,0.98,0.2,0.98,0.28,0.19
2.79,1.51,0.07,0.44,0.77,0.1,0.86,1.26,0.86,0.25,0.1
2.85,1.51,0.05,0.53,0.75,0.12,0.88,1.18,0.88,0.24,0.12
2.83,1.57,0.05,0.52,0.69,0.17,0.86,1.03,0.86,0.24,0.17
2.97,1.68,0.06,0.39,0.84,0.13,0.96,0.39,0.96,0.22,0.13
2.86,1.83,0.06,0.35,0.62,0.18,0.8,0.56,0.8,0.21,0.18
1.91,1.1,0.05,0.35,0.4,0.14,0.55,0.55,0.55,0.14,0.14
1.84,1.05,0.05,0.3,0.43,0.27,0.7,0.5,0.7,0.18,0.27
2.07,1.23,0.05,0.22,0.56,0.1,0.65,0.34,0.65,0.16,0.1
2.03,1.33,0.06,0.31,0.33,0.46,0.79,1.09,0.79,0.15,0.46
2.35,1.35,0.05,0.36,0.6,0.35,0.94,0.5,0.94,0.2,0.35
2.62,1.5,0.05,0.34,0.72,0.32,1.04,0.73,1.04,0.22,0.32
2.72,1.55,0.06,0.33,0.79,0.35,1.14,0.58,1.14,0.25,0.35
3.1,1.71,0.06,0.37,0.96,0.13,1.09,1.73,1.09,0.23,0.13
3.83,2.06,0.06,0.39,1.32,0.18,1.49,0.47,1.49,0.37,0.18
3.93,2.14,0.06,0.4,1.33,0.23,1.56,0.46,1.56,0.41,0.23
3.77,2.17,0.06,0.46,1.08,0.15,1.24,1.14,1.24,0.31,0.15
3.53,2.35,0.06,0.47,0.64,0.07,0.71,-0.64,0.71,0.19,0.07
3.43,2.36,0.06,0.38,0.63,0.11,0.74,1.08,0.74,0.19,0.11
3.11,2.34,0.06,0.46,0.26,0.5,0.76,2.52,0.76,0.19,0.5
3.27,1.85,0.05,0.45,0.91,0.16,1.07,1.52,1.07,0.26,0.16
3.36,2.13,0.07,0.55,0.61,0.15,0.75,3.26,0.75,0.19,0.15
3.3,2.02,0.05,0.49,0.75,0.16,0.91,1.3,0.91,0.23,0.16
3.4,2.03,0.06,0.56,0.75,0.16,0.91,3.78,0.91,0.23,0.16
2.93,2.26,0.1,0.79,-0.23,0,-0.23,0,-0.23,-0.2,-0.03
3.08,2.2,0.11,0.58,0.2,0,0.2,0,0.2,0.06,0.14
2.68,1.83,0.08,0.87,-0.11,1.28,1.17,0,1.17,0.5,0.67
2.71,2.26,0.1,0.48,-0.13,0.02,-0.11,0,-0.11,-0.03,-0.08
2.95,2.13,0.32,0.47,0.03,0.03,0.06,0,0.06,-0.04,0.1
2.98,2.17,0.22,0.67,-0.09,0.04,-0.05,0,-0.05,0.07,-0.12
2.79,2.13,0.13,0.41,0.12,0.11,0.23,0,0.23,0.12,0.11
3.2,2.26,0.18,0.45,0.31,0.01,0.32,0,0.32,0.16,0.16
3.42,2.43,0.18,0.58,0.23,0,0.24,0,0.24,0.12,0.12
3.35,2.39,0.18,0.46,0.32,0.03,0.35,0,0.35,0.24,0.11
4.27,2.67,0.18,1.43,-0.01,0.12,0.1,0,0.1,-0.19,0.3
3.8,2.88,0.19,0.66,0.07,0.06,0.13,0,0.13,0.04,0.09
3.85,2.72,0.17,0.94,0.02,0.07,0.09,0,0.09,0.03,0.06
4.28,2.89,0.18,1,0.2,0.07,0.28,0,0.28,0.09,0.19
4.38,3.12,0.21,0.49,0.55,0.07,0.62,0,0.62,0.38,0.23
5.57,4.02,0.19,0.92,0.44,0.07,0.51,0,0.51,0.16,0.34
6.76,4.83,0.2,0.88,0.85,0.07,0.92,0,0.92,0.3,0.62
11.48,5.91,0.29,3.15,2.13,0.05,2.18,0,2.18,0.86,1.32
13.19,5.61,0.32,2.44,4.82,0.14,4.96,0,4.96,1.22,3.75
9.9,6.53,0.24,1.49,1.63,0.18,1.82,0,1.82,0.57,1.25
10.29,6.59,0.23,1.34,2.13,0.57,2.69,0,2.69,0.86,1.83
10.27,6.5,0.25,1.61,1.92,0.32,2.24,0,2.24,0.6,1.64
10.51,6.31,0.28,1.92,1.99,0.08,2.07,0,2.07,0.55,1.52
9.56,7.26,0.22,1.42,0.66,0.1,0.76,0,0.76,0.14,0.62
9.29,6.67,0.22,1.32,1.07,0.2,1.28,0,1.28,0.32,0.95
8.91,6.81,0.22,1.56,0.32,0.12,0.44,0,0.44,0.15,0.29
8.97,6.77,1.15,0.86,0.19,0.39,0.58,0,0.58,0.1,0.48
9.19,6.71,0.37,0.73,1.37,0.23,1.6,0,1.6,0.45,1.15
10.01,6.7,0.38,1.28,1.65,0.29,1.94,0,1.94,0.51,1.42
10.71,7.3,0.38,1.43,1.6,0.24,1.84,0,1.84,0.46,1.38
11.12,7.17,1.01,1.14,1.8,0.09,1.89,0,1.89,0.49,1.4
11.26,7.26,0.53,1.89,1.59,0.33,1.92,0,1.92,0.44,1.48
12.91,8.58,0.54,2.09,1.7,0.27,1.97,0,1.97,0.51,1.46
12.65,8.95,0.54,2.05,1.11,0.34,1.45,0,1.45,0.4,1.05
12.44,8.7,0.57,1.5,1.68,0.4,2.08,0,2.08,0.69,1.39
12.3,9.99,0.34,2.45,-0.47,0.97,0.5,0.23,0.27,0.22,0.05
12.43,9,0.59,2.03,0.81,0.71,1.51,0.19,1.32,0.38,0.94
13.51,9.06,0.54,2.66,1.26,0.53,1.79,0.21,1.58,0.4,1.18
11.25,9.63,0.74,1.94,-1.06,0.15,-0.92,0.21,-1.12,-0.33,-0.79
11.04,9.25,0.5,2.25,-0.96,1.35,0.4,0.24,0.15,0.04,0.11
12.83,9.73,0.5,1.72,0.89,0.76,1.65,0.19,1.47,0.38,1.09
16.42,9.93,0.5,3.48,2.51,0.45,2.96,0.18,2.78,0.6,2.18
14.84,10.63,0.48,3.37,0.36,0.29,0.65,0.17,0.47,0.14,0.34
15.75,11.06,0.48,3.36,0.85,0.4,1.25,0.17,1.07,0.28,0.79
15.05,10.42,0.49,3.08,1.06,1.25,2.32,0.17,2.15,0.42,1.73
9.04,5.72,0.63,0.87,1.8,0,1.8,0.07,1.74,0.2,1.54
10.37,6.41,0.63,0.85,2.48,0,2.48,0.08,2.4,0.43,1.97
3.2,0.63,1.81,0,0.64,0,0.64,0.2,0.44,0.42,0.02
2.5,1,1.07,0,0.26,0,0.26,0.08,0.18,0.05,0.12
3.19,1.43,1.07,0,0.28,0,0.28,0.06,0.22,0.07,0.15
3.34,1.6,1.08,0,0.36,0,0.36,0.08,0.28,0.08,0.2
3.35,1.71,0.9,0,0.35,0.27,0.62,0.22,0.39,0.17,0.23
3.97,1.79,1.47,0,0.26,0.08,0.34,0,0.33,0.1,0.23
4.12,1.69,1.48,0,0.42,0.01,0.43,0.02,0.42,0.12,0.29
6.02,3.25,1.53,0,0.56,0,0.56,0.08,0.48,0.15,0.34
6.85,4.06,0.12,0,0.59,0.13,0.72,0.11,0.61,0.26,0.35
7.07,3.89,1.22,0,0.57,0.03,0.59,0.08,0.51,0.15,0.36
8.82,5.16,1.25,0,0.87,0,0.87,0.09,0.78,0.23,0.54
10.54,6.8,0.52,0,1.51,0,1.51,0.31,1.2,0.36,0.84
11.03,6.62,0.31,0,2.48,0,2.48,1.46,1.03,0.51,0.52
11.11,7.11,0.32,1.63,2.05,0.27,2.33,1.43,0.9,0.19,0.71
13.58,3.63,0.32,7,2.64,1.22,3.85,1.78,2.08,0.63,1.45
9.6,3.51,0.1,4.32,1.67,1.26,2.92,2.07,0.85,0.23,0.62
16.28,4.35,0.11,7.17,4.64,1.2,5.84,2.45,3.39,1.28,2.11
14.69,4.09,0.08,6.58,3.95,3.87,7.81,2.08,5.73,1.57,4.16
16.4,4.66,0.09,7.8,3.85,5.24,9.09,2.97,6.13,1.75,4.37
12.64,3.94,0.09,4.63,3.97,-2.27,1.71,2.16,-0.45,-0.11,-0.34
13.24,4.64,0.08,3.81,4.71,0,4.71,2.49,2.22,0.69,1.54
10.03,4.79,0.06,1.29,3.89,0.01,3.89,2.36,1.54,0.44,1.09
11.08,5.07,0.08,1.33,4.59,0.01,4.6,2.29,2.31,0.64,1.67
11.12,4.94,0.09,1.4,4.69,1.42,6.11,2.35,3.76,1.05,2.72
10.22,3.53,0.09,18.74,-12.14,1.6,-10.55,2.21,-12.75,-2.2,-10.73
14.01,5.06,0.06,1.23,7.66,0.47,8.13,2.02,6.11,1.7,4.41
10.32,7.29,0.13,1.39,1.51,-1.22,0.29,2.17,-1.88,-0.66,-1.23
9.37,7.55,0.13,1.11,0.58,-0.37,0.21,2.16,-1.96,-0.53,-1.43
7.57,6.77,0.09,0.76,-0.06,0.03,-0.03,1.99,-2.02,-0.22,-1.8
10.12,7.76,0.12,1,1.23,0.36,1.59,2.79,-1.2,0.93,-2.13
9.54,7.56,0.15,1.14,0.68,0.05,0.73,1.81,-1.08,-0.08,-1.01
10.77,10.05,0.31,1.68,-1.27,0.15,-1.12,1.74,-2.86,-0.16,-2.7
13.81,10.05,0.6,1.6,1.56,0.28,1.83,1.72,0.11,-0.14,0.25
14.56,11.04,0.66,1.62,1.25,0.8,2.05,1.39,0.66,0.26,0.4
14.26,10.86,0.67,2.26,0.47,0.79,1.26,1.28,-0.01,0.12,-0.14
18.86,11.87,0.71,7.7,-1.42,0.25,-1.17,1.28,-2.46,-0.1,-2.36
11.63,9.21,0.73,1.21,0.48,-0.08,0.41,1.31,-0.91,-0.27,-0.64
15.62,9.78,0.73,1.42,3.69,0.06,3.75,1.33,2.41,0.42,1.99
13.51,8.88,0.72,1.4,2.51,0.23,2.74,1.27,1.47,0.29,1.18
10.71,7.32,0.69,0.72,1.98,0.11,2.09,1.26,0.83,0.32,0.51
10.39,10.55,0.68,1.8,-2.64,0.11,-2.53,1.22,-3.76,-0.58,-31.5
10.68,7.53,0.68,0.84,1.62,0.01,1.63,1.22,0.41,0.01,0.41
13.34,9.73,0.65,1.25,1.7,0.15,1.86,1.34,0.52,0.09,0.43
0.02,0,0,0.01,0.01,0,0.01,0,0.01,0,0.01
0.02,0,0,0.01,0,0,0,0,0,0,0
0.09,0,0,0.07,0.02,0,0.02,0,0.02,0,0.02
0.08,0,0,0.07,0.01,0,0.01,0,0.01,0,0.01
0.05,0,0,0.04,0,0,0,0,0,0,0
1.46,0.01,0,0.07,0,0,0,0,0,0,0
3.66,0.01,0,0.12,0.04,0,0.04,0,0.04,0,0.04
0.4,0.01,0,0.17,-0.03,0,-0.03,0,-0.03,0,-0.03
0.44,0.01,0,0.09,0.06,0,0.06,0,0.06,0,0.06
0.29,0.01,0,0.12,0.01,0,0.01,0,0.01,0,0.01
0.12,0.01,0,0.02,0.08,0,0.08,0.08,0.01,0,0.01
0.03,0.01,0,0.01,0,0,0,0.07,-0.07,0,-0.07
0.02,0.01,0,0.01,0.02,0,0.02,0.07,-0.06,0,-0.06
0.07,0.01,0,0.05,0.01,0,0.01,0.07,-0.06,0,-0.06
0.02,0.01,0,0.02,0,0,0,0.07,-0.07,-0.08,0.01
1.1,0.01,0,0.01,0.02,0,0.02,0.06,-0.04,0,-0.04
0,0.01,0,0.01,-0.02,0,-0.02,0.06,-0.08,0,-0.08
0,0.01,0,0.03,-0.04,0,-0.04,0.06,-0.1,0,-0.1
0,0.01,0,0.02,-0.03,0,-0.03,0.06,-0.09,0,-0.09
0,0,0,0.04,-0.04,0,-0.04,0.08,-0.12,0,-0.12
0,0,0,0,-0.01,0,-0.01,0.07,-0.08,0,-0.08
0,0,0,0.01,-0.01,0,-0.01,0.07,-0.09,0,-0.09
0,0,0,0.02,-0.03,0,-0.03,0.07,-0.09,-0.06,-0.03
0,0,0,0,-0.01,0,-0.01,0.07,-0.07,0,-0.07
0,0,0,0.02,-0.02,0,-0.02,0.06,-0.09,0,-0.09
0,0,0,0.04,-0.04,0,-0.04,0.06,-0.1,0,-0.1
0,0,0,0.01,-0.02,0,-0.02,0.05,-0.07,0,-0.07
0,0,0,0.01,-0.01,0,-0.01,0.05,-0.06,0,-0.06
0,0,0,0.01,-0.01,0,-0.01,0.08,-0.09,0,-0.09
0,0,0,0.01,-0.01,0,-0.01,-0.05,0.04,0,0.04
0,0,0,0.05,-0.05,0,-0.05,0.18,-0.24,-0.09,-0.15
0,0,0,0.04,-0.05,0,-0.05,0,-0.05,0,-0.05
0,0,0,0.01,-0.01,0,-0.01,0,-0.01,0,-0.01
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02,-0.03,0,-0.03,0.25,-0.27,-0.08,-0.19
0.15,0,0,0.05,0.1,1.46,1.55,0,1.55,0,1.55
1.23,0,0,0.59,0.63,0,0.63,0,0.63,0,0.63
1.35,0,0,1.03,0.32,0,0.32,0,0.32,0,0.32
0.04,0,0,0.03,0,0,0,0.18,-0.19,0.21,-0.4
0.15,0,0,0.04,0.11,0,0.11,0,0.11,0,0.11
0.09,0,0,0.01,0.08,0,0.08,0,0.08,0,0.08
0.11,0,0,0.01,0.1,0,0.1,0,0.1,0.04,0.06
0.01,0,0,0.06,-0.05,0,-0.05,0,-0.05,0.02,-0.07
6,0.01,0,0.09,-0.1,0,-0.1,0,-0.1,0,-0.1
0.29,0.01,0,0.12,0.17,0,0.17,0,0.17,0,0.17
1.9,1.04,0.74,1.17,-1.05,2.9,1.85,0,1.85,0.56,1.29
0.65,0.93,0.78,1.14,-2.19,2.69,0.5,0,0.5,-0.1,0.6
3.22,1.12,0.76,1.29,-2.37,2.67,0.3,0,0.3,0.91,-0.61
0.52,1.19,1.11,0.71,-2.49,2.43,-0.06,0,-0.06,0,-0.06
1.16,1.34,1.12,0.97,-2.26,2.39,0.13,0,0.13,0.02,0.12
1.69,1.55,1.13,0.9,-1.89,2.97,1.08,0,1.08,0.22,0.86
1.68,1.82,1.23,0.54,-1.92,2.43,0.51,0,0.51,0.22,0.29
1.09,1.63,0.83,1.25,-2.62,3.41,0.78,0,0.78,0.16,0.62
1.02,1.28,0.84,1.18,-2.28,2.23,-0.05,0.16,-0.21,-0.05,-0.17
0.97,1.45,0.84,1,-2.32,2.35,0.03,0,0.03,0.01,0.02
0.84,1.15,0.84,0.77,-1.92,2.53,0.6,0.13,0.48,0,0.47
0.63,1.09,0.67,0.65,-1.78,3.58,1.8,0.01,1.79,0.37,1.42
0.61,1.04,0.71,0.67,-1.82,2.44,0.62,0,0.62,0.13,0.49
0.75,1.19,0.74,0.82,-2.01,2.62,0.62,0,0.62,0.13,0.49
0.51,1.09,0.73,0.78,-2.09,2.62,0.53,0,0.53,0.11,0.43
0.77,1.1,0.65,0.81,-1.78,3.55,1.77,0.05,1.72,0.18,1.54
1.09,1.38,0.65,0.79,-1.73,4.44,2.7,0.04,2.66,0.96,1.71
1.12,1.52,0.68,0.79,-1.87,3.18,1.31,0.05,1.26,0.37,0.88
1.18,1.78,0.6,0.68,-1.88,4.03,2.15,0.02,2.14,0.79,1.35
0.82,1.68,0.56,0.71,-1.44,3.03,1.59,0.03,1.57,0.47,1.1
1.94,1.89,0.57,0.85,-1.52,3.88,2.36,0.04,2.33,0.55,1.77
1.89,2.14,0.58,0.99,-1.84,4.36,2.53,0.03,2.49,0.61,1.88
5.63,2.56,0.58,1.27,1.22,1.77,2.99,0.14,2.85,1.15,1.7
5.12,2.79,0.51,1.13,1.36,0.45,1.8,0.06,1.75,0.51,1.24
5.57,2.66,0.51,0.87,1.61,1.27,2.88,0.06,2.81,0.66,2.16
5.5,2.65,0.52,1.08,1.16,1.87,3.03,0.06,2.97,0.73,2.24
6.23,2.78,0.53,0.95,1.31,1.73,3.04,0.07,2.97,0.88,2.09
4.5,2.05,0.45,0.75,1.73,3.06,4.79,0.06,4.73,0.89,3.84
4.49,1.92,0.45,0.7,1.5,-0.63,0.87,0.09,0.78,0.23,0.55
4.17,2.1,0.45,0.72,1.02,3.55,4.57,0.02,4.55,0.64,3.91
5.74,2.8,0.47,1.03,0.77,1.91,2.68,-0.03,2.71,0.16,2.55
5.54,3.06,0.41,0.81,1.26,0.78,2.04,0.03,2.01,0.35,1.66
5.45,3.2,0.43,0.83,0.99,0.92,1.91,0.07,1.84,0.32,1.52
6.1,4.01,0.43,0.8,0.86,0.23,1.09,-0.03,1.12,0.2,0.92
7.13,4.73,0.43,0.97,0.99,2.32,3.31,0,3.31,1.37,1.94
8.24,4.92,0.38,0.91,2.03,0.33,2.36,0.09,2.27,0.62,1.65
8.49,5.28,0.38,1.06,1.77,1.19,2.96,0.09,2.87,0.66,2.2
7.48,4.85,0.39,1.28,0.96,1.49,2.45,0.09,2.36,0.59,1.77
7.32,4.22,0.41,2.61,0.07,4.35,4.43,0.09,4.34,3.92,0.43
6.54,3.59,0.43,1.14,1.38,1.4,2.77,0.09,2.69,0.67,2.01
5.75,2.94,0.54,1.26,1.01,1.43,2.45,0.08,2.37,0.84,1.52
5.59,2.97,0.54,0.92,1.15,4.18,5.33,0.08,5.25,0.99,4.26
6.68,3.22,0.55,1.64,1.27,1.86,3.13,0.09,3.04,0.42,2.62
5.74,3.56,0.49,1.15,0.54,2.97,3.51,0.08,3.43,0.7,2.73
3.07,0.37,0.48,0.9,1.32,2.01,3.33,0.08,3.25,0.97,3.75
83.99,45.58,1.97,27.06,9.38,2.58,11.96,0.04,11.92,2.83,9.09
89.78,41.82,1.91,26.52,19.53,5.03,24.56,0.01,24.55,4.87,19.68
94.24,53.47,1.3,19.35,20.12,7.85,27.97,0,27.97,6.14,21.82
101.38,58.16,1.83,16.48,24.92,4.38,29.3,0.03,29.27,6.85,22.42
114.7,62.58,1.06,18.78,32.29,4.59,36.87,0.37,36.5,8.01,28.49
117.68,71.24,1,17.4,26.62,6,32.62,0.3,32.31,8.67,23.64
118.72,73.87,0.93,20.06,23.86,5.86,29.72,0.14,29.58,7.15,22.43
124.65,70.43,1.05,20.23,32.95,7.48,40.43,0.67,39.76,10.1,29.67
150.01,76.33,1.22,31.97,35.29,6.07,41.36,0.16,41.2,13.71,32.17
149.43,84.46,1.05,29.98,27.63,11.41,39.03,0,39.03,9.74,29.78
4.24,0.38,0.26,2.11,0.34,0.42,0.77,0.12,0.65,0.2,0.45
4.68,0.41,0.26,1.78,0.97,0.42,1.39,0.24,1.15,0.06,1.08
5.33,0.66,0.02,2.09,-0.52,0.4,-0.12,1.3,-1.42,-0.15,-1.27
3.3,0.85,0.15,2.4,-0.44,0.41,-0.02,1.42,-1.44,0,-1.44
4.99,1.52,0.15,1.51,0,0.48,0.48,1.17,-0.69,-0.04,-0.64
1.63,1.72,0.12,1.35,-2.03,0.5,-1.53,1.14,-2.67,0,-2.67
1.39,-0.73,2.26,0.68,-0.7,1.58,0.88,1,-0.12,-0.84,0.72
0.72,1.23,0.89,0.93,-2.47,0.02,-2.45,1.02,-3.47,0,-3.47
2.27,1.37,0.9,1.44,-2.47,0.12,-2.35,1.08,-3.44,0,-1.09
2.66,1.47,0.92,1.15,-1.85,-0.07,-1.92,0,-1.92,0,-1.92
5.84,-0.31,-2.04,0.42,6,-0.01,5.99,0,5.98,-0.12,7.4
2.43,0.8,0.15,0.97,-0.01,0.05,0.04,0,0.04,0.01,0.03
2.43,0.8,0.15,0.9,-0.08,0.13,0.05,0.01,0.04,0.01,0.03
2.63,1.01,0.21,0.74,0.04,-0.01,0.03,0,0.02,0,0.02
5.32,1.97,0.2,1.72,0,0.03,0.03,0.01,0.02,0.01,0.01
1.9,0.83,0.23,0.81,-0.2,0.41,0.21,0.18,0.02,0.01,0.01
2.58,0.85,0.17,0.86,0.01,0.25,0.26,0.21,0.04,0.02,0.02
3.06,1.05,0.12,1,-0.11,0.5,0.39,0.32,0.07,0.01,0.06
5.8,1.92,0.13,2.49,0.14,0.19,0.34,0.33,0.01,-0.01,0.02
2.23,0.98,0.13,0.96,-0.19,0.47,0.27,0.22,0.05,0.01,0.04
2.25,1,0.13,0.86,-0.22,0.45,0.24,0.23,0.01,0,0.01
4.37,1.04,0.13,1.7,0.16,0.11,0.28,0.24,0.04,0,0.04
5.2,1.05,0.13,2.89,0.09,0.22,0.31,0.26,0.04,0,0.04
2.83,0.92,0.12,1.13,0.05,0.23,0.28,0.27,0.02,0,0.01
2.72,0.96,0.12,1,0.06,0.22,0.28,0.26,0.02,0,0.02
2.65,0.94,0.12,1.31,0.05,0.23,0.28,0.27,0.01,0,0.01
1.13,0.92,0.12,1.02,-1.13,0.29,-0.84,0.25,-1.09,-0.01,-1.08
1.26,0.85,0.11,0.51,-0.22,0.22,0,0.28,-0.28,0,-0.28
1.84,0.75,0.11,0.56,-0.41,0.22,-0.2,0.27,-0.47,-0.01,-0.45
1.67,0.66,0.11,0.9,-0.01,0.21,0.2,0.25,-0.05,0,-0.05
0.86,0.62,0.11,1.04,-1.33,0.22,-1.11,0.5,-1.61,0.13,-1.74
0.38,0.61,0.11,0.9,-1.25,0.05,-1.2,0.13,-1.33,-0.14,-1.19
0.46,1.05,0.11,0.97,-1.8,0.04,-1.75,0.13,-1.88,-0.11,-1.78
0.28,0.99,0.11,0.87,-1.78,0.96,-0.83,0.11,-0.94,-0.07,-0.87
2.41,1.08,0.11,1.33,-0.53,0,-0.53,0.14,-0.67,-0.14,-0.53
0.46,0.85,0.11,0.67,-1.29,0.02,-1.27,0.12,-1.39,-0.08,-1.31
0.58,0.72,0.11,0.65,-1.13,0,-1.13,0.13,-1.26,-0.05,-1.21
0.48,0.73,0.11,0.65,-1.24,0,-1.24,0.13,-1.37,-0.09,-1.28
0.5,0.57,0.11,1.01,-1.4,0,-1.4,0.12,-1.52,-0.08,-1.44
0.67,0.66,0.11,0.63,-1.12,0,-1.12,0.13,-1.25,-0.08,-1.17
0.6,0.65,0.11,0.61,-0.94,0,-0.94,0.1,-1.04,-0.09,-0.95
0.25,0.67,0.11,0.66,-1.35,0,-1.35,0.12,-1.47,-0.09,-1.38
0.28,0.28,0.11,2.17,-2.44,0.02,-2.42,0.19,-2.61,1.58,-4.19
0.49,0.59,0.11,0.94,-1.35,0,-1.35,0.15,-1.49,0,-1.49
0.77,0.59,0.11,0.76,-1.09,0.06,-1.03,0,-1.03,0,-1.03
19.13,5.26,2.79,8.48,2.49,0.2,2.69,2.56,0.13,-0.03,0.15
24.78,5.11,2.4,8.86,3.48,0.28,3.76,2.36,1.4,1.26,0.14
32.09,3.92,2.06,11.19,3.49,0.56,4.05,2.32,1.73,0.74,0.99
10.14,3.11,2.74,4.33,-0.2,0.55,0.35,1.55,-1.2,-0.41,-0.79
15.81,2.96,2.73,5.36,2.12,0.5,2.62,1.91,0.7,0.3,0.39
29.43,3.88,0.58,6.62,3.84,0.54,4.38,1.6,2.78,0.95,1.83
35.82,3.99,0.25,10.19,4.88,0.55,5.44,2.23,3.21,0.94,2.27
18.37,4.12,0.69,8.07,2.93,0.46,3.39,1.76,1.63,0.59,1.04
13.74,4.91,0.68,5.23,2.91,0.44,3.35,1.6,1.75,0.67,0.98
28.28,4.89,0.68,8.45,5.18,0.53,5.72,1.64,4.08,1.41,2.67
111.97,8.63,0.65,14.61,4.95,1.36,6.31,1.98,4.32,1.27,3.05
102.78,5.79,0.55,9.33,8.89,0.54,9.44,1.24,8.2,2.74,5.46
70.12,7.41,0.58,9.11,6.05,0.72,6.77,1.4,5.37,1.83,3.54
45.88,6.83,0.62,12.24,3.89,0.57,4.45,1.37,3.08,1.15,1.94
34.93,7.25,0.61,10.02,1.39,0.59,1.98,1.83,0.16,0.04,0.11
30.19,6.85,0.65,11.11,1.11,0.57,1.68,1.57,0.12,0.04,0.08
23.59,6.63,0.63,3.79,1.11,0.61,1.73,1.56,0.17,0.06,0.1
35.1,6.02,0.64,6.37,1.38,0.6,1.98,1.78,0.2,-0.05,0.25
56.57,6.21,0.63,8.2,2.63,0.71,3.34,1.52,1.82,0.67,1.15
24.04,5.72,0.64,3.17,1.68,0.61,2.29,1.64,0.65,0.44,0.21
24.71,5.8,0.64,5.81,1.96,0.63,2.59,1.61,0.98,0.28,0.7
19.97,6.57,0.63,4.3,1.69,0.62,2.31,1.79,0.52,0.14,0.38
107.72,7.78,0.64,21.11,5.22,0.66,5.88,2.06,3.82,1.42,2.4
36.17,8.63,0.3,12.8,4.39,0.71,5.1,2.33,2.77,1.16,1.61
69.68,8.74,0.18,17.03,3.67,0.75,4.42,2.33,2.09,0.7,1.39
70.87,8.38,0.16,7.91,3.21,0.76,3.97,2.19,1.78,0.43,1.35
15.85,7.5,0.16,8.12,-0.29,0.75,0.46,2.04,-1.58,-0.34,-1.24
55.15,7.85,0.15,45.49,1.57,1.05,2.62,2.47,0.15,0.03,0.12
40.03,3.12,0.14,34.49,1.55,0.75,2.3,2.02,0.28,0.04,0.24
49.69,3.31,0.14,41.57,3.93,0.72,4.64,1.97,2.68,0.95,1.72
24.63,3.18,0.14,19.72,1.59,0.77,2.36,3.11,-0.75,-0.05,-0.7
27.06,3.1,0.14,23.08,0.74,0.87,1.61,2.67,-1.06,0.02,-1.08
37.92,3.85,0.12,31.49,2.45,0.79,3.24,2.83,0.4,0.11,0.29
37.54,4.3,0.07,30.93,2.24,0.77,3.02,2.43,0.59,0.4,0.19
28.17,4.25,0.06,22.52,0.93,0.82,1.75,2.17,-0.42,0.17,-0.59
26.48,4.4,0.06,21.8,0.23,0.84,1.07,1.76,-0.69,0.04,-0.73
45.71,4.57,0.06,37.67,3.41,0.94,4.35,0.81,3.55,0.04,3.5
19.44,4.61,0.04,13.04,1.75,1.08,2.84,0.93,1.91,1.12,0.79
21.17,4.61,0.04,14.46,1.99,0.89,2.88,0.74,2.14,0.92,-0.18
20.73,4.7,0.04,14.91,1.08,0.9,1.98,0.66,1.32,0.21,1.11
23.14,4.64,0.04,16.61,1.85,1.06,2.9,0.75,2.16,0.44,1.72
24.85,4.52,0.04,16.9,3.4,0.94,4.34,0.67,3.67,1.28,2.74
